title,link,summary,published,source_category,rss_category,rss_tags,source
"Keir Starmer Talks Trump, Russia-Ukraine War and the Fragile Europe-US Alliance",https://www.nytimes.com/2025/03/23/world/europe/keir-starmer-trump-interview-uk.html,The British prime minister said in a series of conversations that the tectonic shifts in America's relationship with Europe and Russia had to be a 'galvanizing moment.',"Sun, 23 Mar 2025 04:01:13 +0000",General News,International Relations,"['International Relations', 'Submarines and Submersibles', 'United States Defense and Military Forces', 'Labour Party (Great Britain)', 'European Union', 'North Atlantic Treaty Organization', 'Starmer, Keir', 'Powell, Jonathan (1956- )', 'Putin, Vladimir V', 'Trump, Donald J', 'Zelensky, Volodymyr', 'Charles III, King of the United Kingdom', 'Macron, Emmanuel (1977- )', 'Atlantic Ocean', 'Barrow-in-Furness (England)', 'England', 'Europe', 'Great Britain']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"Pope Francis Will Be Discharged From the Hospital on Sunday, Doctors Say",https://www.nytimes.com/2025/03/22/world/europe/pope-francis-health.html,"The 88-year-old pontiff has been hospitalized for six weeks with pneumonia in both lungs. He will need to rest in the Vatican for at least two months, his doctors said.","Sat, 22 Mar 2025 20:37:04 +0000",General News,Popes,"['Popes', 'Pneumonia', 'Francis', 'Roman Catholic Church']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
'So Eager to Get Back': Travelers Pour Into a Reopened Heathrow,https://www.nytimes.com/2025/03/22/world/europe/heathrow-airport-london-travelers.html,"Information boards showed that most flights would leave on time, but the lines at ticketing counters signaled that many travelers were in for more delays.","Sat, 22 Mar 2025 15:51:23 +0000",General News,Airlines and Airplanes,"['Airlines and Airplanes', 'Airports', 'Power Failures and Blackouts', 'Customer Relations', 'British Airways PLC', 'Heathrow Airport (London, England)', 'Great Britain']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Takeaways From Our Money Laundering Investigation,https://www.nytimes.com/2025/03/23/world/asia/takeaways-money-laundering-investigation.html,"Our reporters went into a notorious refuge for scammers and fraudsters, and emerged with a how-to guide.","Sun, 23 Mar 2025 04:01:04 +0000",General News,Frauds and Swindling,"['Frauds and Swindling', 'Money Laundering', 'Virtual Currency', 'Banking and Financial Institutions', 'Telegram LLC', 'Tether Operations Ltd', 'Cambodia']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Four Takeaways From Keir Starmer's Conversations With The New York Times,https://www.nytimes.com/2025/03/23/world/europe/keir-starmer-interview-takeaways.html,The British prime minister said Putin would break any peace deal unless Ukraine gets robust security guarantees and that preserving the U.S.-British relationship was crucial.,"Sun, 23 Mar 2025 04:01:18 +0000",General News,International Relations,"['International Relations', 'Defense and Military Forces', 'Peace Process', 'Nuclear Weapons', 'Starmer, Keir', 'Trump, Donald J', 'Putin, Vladimir V', 'Macron, Emmanuel (1977- )', 'Zelensky, Volodymyr', 'Europe', 'Great Britain', 'New York Times', 'North Atlantic Treaty Organization']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
A Montana Senator Seeks to Be Trump's Voice in Beijing,https://www.nytimes.com/2025/03/22/world/asia/trump-china-xi-daines.html,"Senator Steve Daines said in an interview that in meetings with Chinese officials, he called for talks between President Trump and China's leader, Xi Jinping.","Sat, 22 Mar 2025 13:01:58 +0000",General News,United States Politics and Government,"['United States Politics and Government', 'United States International Relations', 'International Relations', 'Fentanyl', 'Customs (Tariff)', 'China', 'Montana', 'United States']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Rockets Fired From Lebanon Prompt Israeli Strikes,https://www.nytimes.com/2025/03/22/world/middleeast/lebanon-israel-rockets-airstrikes-gaza.html,The volley broke months of relative quiet in northern Israel after a U.S.-backed truce. Israel retaliated by attacking sites it said were linked to Hezbollah.,"Sat, 22 Mar 2025 19:30:42 +0000",General News,Israel-Gaza War (2023- ),"['Israel-Gaza War (2023- )', 'War and Armed Conflicts', 'Iran-Israel Proxy Conflict', 'Hamas', 'Hezbollah', 'Houthis', 'Gaza Strip', 'Israel', 'Lebanon']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Trump's Attempts to Resolve Global Conflicts Quickly Face Diplomatic Reality,https://www.nytimes.com/2025/03/22/world/europe/trump-ukraine-russia-israel-gaza-iran.html,"Allies say the foreign policy version of ""flood the zone"" is working. But critics argue that the hurry-up approach in Israel, Ukraine and Iran may not lead to stable, durable solutions to conflicts around the world.","Sat, 22 Mar 2025 09:02:08 +0000",General News,International Relations,"['International Relations', 'Russian Invasion of Ukraine (2022)', 'Israel-Gaza War (2023- )', 'Presidential Power (US)', 'Peace Process', 'Gaza Strip', 'Iran', 'Ukraine', 'Russia']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Pakistan Is Trying to Integrate the 'Most Dangerous Place' on Earth. It's Failing.,https://www.nytimes.com/2025/03/22/world/asia/pakistan-tribal-terrorism.html,"The country's former tribal areas bordering Afghanistan are plagued by escalating militancy, leading to widespread disillusionment.","Sat, 22 Mar 2025 09:00:10 +0000",General News,Terrorism,"['Terrorism', 'Tehrik-e-Taliban', 'Taliban', 'Islamic State Khorasan', 'Al Qaeda', 'Federally Administered Tribal Areas (Pakistan)', 'Politics and Government']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
The Sniper's Nest,https://www.nytimes.com/2025/03/22/world/africa/sudan-photo-sniper.html,Exploring an image of Sgt. Maj. Ismail Hassan of the Sudanese Army at a sniper position in a luxury apartment block across the Blue Nile from Sudan's presidential palace.,"Sat, 22 Mar 2025 14:45:14 +0000",General News,Sudan,"['Sudan', 'War and Armed Conflicts', 'Defense and Military Forces', 'Rapid Support Forces (Sudan)', 'Khartoum (Sudan)', 'vis-photo']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Canada's Small Businesses Face a 'Double Hit' in the Trade War With U.S.,https://www.nytimes.com/2025/03/22/world/canada/trump-tariffs-canada-small-businesses.html,"A rice mill in Ontario is among many small businesses being hit by President Trump's tariffs and also by Canada's retaliatory levies, putting their futures in doubt.","Sat, 22 Mar 2025 09:01:52 +0000",General News,International Trade and World Market,"['International Trade and World Market', 'Small Business', 'Customs (Tariff)', 'Rice', 'Trump, Donald J', 'Canada', 'United States', 'Windsor (Ontario)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Private Island Comes on the Market in Italy,https://www.nytimes.com/2025/03/22/world/europe/italian-island-sale.html,"The sale of an island just off the coast of Bacoli, near Naples, has pit the quest for a rich investor against a more communal alternative.","Sun, 23 Mar 2025 02:57:33 +0000",General News,Italy,"['Italy', 'Islands', 'Real Estate and Housing (Residential)', 'Parks and Other Recreation Areas', ""Sotheby's"", 'Mediterranean Sea', 'Naples (Italy)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
South Korea Protests Swell as Court Weighs President Yoon's Fate,https://www.nytimes.com/2025/03/22/world/asia/south-korea-yoon-protests.html,Mass rallies for and against Yoon Suk Yeol filled the streets on Saturday as the Constitutional Court prepared to rule on whether his ill-fated imposition of martial law justified removal.,"Sat, 22 Mar 2025 12:47:56 +0000",General News,South Korea,"['South Korea', 'Decisions and Verdicts', 'Demonstrations, Protests and Riots', 'Politics and Government', 'Martial Law', 'Impeachment', 'Yoon Suk-yeol']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Spring Awakening,https://www.nytimes.com/2025/03/22/briefing/spring-awakening.html,"Being new at something isn't always pleasant, but beyond the discomfort, rewards await.","Sat, 22 Mar 2025 10:06:30 +0000",General News,internal-storyline-no,['internal-storyline-no'],https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"The Carney Doctrine on Trump: Demand Respect, Be Patient, Diversify",https://www.nytimes.com/2025/03/22/world/canada/mark-carney-trump-tariffs.html,"On the road with the prime minister, we learned more about his approach to President Trump.","Sat, 22 Mar 2025 10:00:08 +0000",General News,"Carney, Mark J","['Carney, Mark J', 'Canada', 'Politics and Government', 'Europe', 'International Relations', 'International Trade and World Market', 'Customs (Tariff)', 'Elections', 'United States International Relations', 'Trump, Donald J']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
E.P.A. Investigations of Severe Pollution Look Increasingly at Risk,https://www.nytimes.com/2025/03/22/climate/epa-pollution-enforcement.html,"The agency will no longer shut down ""any stage of energy production,"" absent an imminent threat, a new memo says, and will curtail efforts to cut pollution in poorer areas.","Sat, 22 Mar 2025 09:02:07 +0000",General News,Global Warming,"['Global Warming', 'Greenhouse Gas Emissions', 'Regulation and Deregulation of Industry', 'Air Pollution', 'Oil (Petroleum) and Gasoline', 'Chemicals', 'Pollution', 'Suits and Litigation (Civil)', 'Environment', 'Wetlands', 'Refineries', 'Environmental Protection Agency', 'Zeldin, Lee M', 'Artesia (NM)', 'Louisiana', 'Idaho']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Travel Disruptions Linger as Flights Resume at London's Heathrow,https://www.nytimes.com/2025/03/22/world/europe/heathrow-airport-flights.html,"Hundreds of additional employees were on duty, and flights were added to the schedule to accommodate thousands of extra passengers, the airport said.","Sat, 22 Mar 2025 15:05:00 +0000",General News,Airlines and Airplanes,"['Airlines and Airplanes', 'Airports', 'Delays (Transportation)', 'Shutdowns (Institutional)', 'Power Failures and Blackouts', 'Great Britain', 'London (England)', 'British Airways PLC', 'Heathrow Airport (London, England)', 'Scotland Yard (Metropolitan Police Service)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"In Turkey, Critics of Erdogan See Democracy Eroding After Istanbul Mayor's Detention",https://www.nytimes.com/2025/03/22/world/middleeast/turkey-erdogan-democracy-istanbul-mayor-detention.html,"Opponents say President Recep Tayyip Erdogan manipulates the courts and the media to tighten his grip on power, and now is trying to prevent a top contender from running for president.","Sat, 22 Mar 2025 16:40:01 +0000",General News,Democracy (Theory and Philosophy),"['Democracy (Theory and Philosophy)', 'Justice and Development Party (Turkey)', 'Erdogan, Recep Tayyip', 'Imamoglu, Ekrem', 'Turkey', 'Istanbul (Turkey)', 'Authoritarianism (Theory and Philosophy)', 'Corruption (Institutional)', 'Politics and Government', 'International Relations', 'Courts and the Judiciary']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"Tate Brothers, Trailed by Human-Trafficking Charges, Are Returning to Romania",https://www.nytimes.com/2025/03/21/world/andrew-tate-brothers-romania-trafficking.html,"Andrew Tate said on social media that he and his brother, Tristan, were flying back to Romania from the United States for a proceeding in their criminal case.","Fri, 21 Mar 2025 22:50:19 +0000",General News,Human Trafficking,"['Human Trafficking', 'United States Politics and Government', 'Conservatism (US Politics)', 'Social Media', 'Suits and Litigation (Civil)', 'Sex Crimes', 'Rap and Hip-Hop', 'Attorneys General', 'Governors (US)', 'Extradition', 'National Center on Sexual Exploitation', 'Ultimate Fighting Championship', 'Tate, Andrew (1986- )', 'Tate, Tristan', 'DeSantis, Ron', 'Kelly, Megyn', 'Shapiro, Benjamin A (1984- )', 'Trump, Donald J', 'Trump, Donald J Jr', 'West, Kanye', 'White, Dana (1969- )', 'Bucharest (Romania)', 'Florida', 'Great Britain', 'Romania', 'United States']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Flights Resume at Heathrow After Substation Fire Shut Down Airport,https://www.nytimes.com/2025/03/21/world/europe/heathrow-airport-london-fire.html,"The blaze forced Britain's largest airport to cancel or divert more than 1,000 flights on Friday and removed a linchpin of global air travel. Counterterrorism police were investigating the cause of the fire.","Sat, 22 Mar 2025 10:51:48 +0000",General News,"Heathrow Airport (London, England)","['Heathrow Airport (London, England)', 'Fires and Firefighters', 'Airports', 'Travel and Vacations', 'Business Travel', 'Great Britain', 'Airlines and Airplanes', 'Delays (Transportation)', 'Shutdowns (Institutional)', 'International Relations', 'American Airlines', 'Delta Air Lines Inc', 'Gatwick Airport (London)', 'Newark Liberty International Airport (NJ)', 'Khan, Sadiq', 'Doyle, Sean Liam']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"Stranded by Heathrow Closure, Some Travelers Got Creative. Others Just Gave Up.",https://www.nytimes.com/2025/03/21/world/europe/heathrow-passengers-stories.html,The New York Times asked passengers whose travel plans were upended by a daylong disruption at Heathrow Airport to share how they coped.,"Fri, 21 Mar 2025 22:11:37 +0000",General News,Airlines and Airplanes,"['Airlines and Airplanes', 'Airports', 'Power Failures and Blackouts', 'Customer Relations', 'Fires and Firefighters', 'British Airways PLC', 'Heathrow Airport (London, England)', ""O'Hare International Airport (Chicago, Ill)"", 'England', 'Great Britain', 'London (England)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
What Caused the Fire That Shut Down Heathrow Airport?,https://www.nytimes.com/2025/03/21/world/europe/heathrow-power-fire-investigation.html,"Officials and travelers are calling for an investigation into not only how the blaze started, but how it was able to cause such a large disruption to global travel.","Fri, 21 Mar 2025 20:31:31 +0000",General News,Fires and Firefighters,"['Fires and Firefighters', 'Airports', 'Infrastructure (Public Works)', 'Electric Light and Power', 'Energy and Power', 'Accidents and Safety', 'Delays (Transportation)', 'Heathrow Airport (London, England)', 'London (England)', 'Europe']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Why Shoppers Abroad Are Boycotting U.S. Goods,https://www.nytimes.com/2025/03/21/world/europe/europe-boycott-american-products-trump.html,A growing number of Europeans and citizens of other countries are choosing not to buy American products to demonstrate their anger at President Trump's policies.,"Fri, 21 Mar 2025 18:23:12 +0000",General News,Boycotts,"['Boycotts', 'Musk, Elon', 'Trump, Donald J', 'Copenhagen (Denmark)', 'Europe', 'France', 'Denmark', 'Greenland', 'United States', 'Social Media', 'International Trade and World Market', 'Supermarkets and Grocery Stores', 'Customs (Tariff)', 'Prices (Fares, Fees and Rates)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"For Trump and Netanyahu, Similar Strategies With Similar Goals",https://www.nytimes.com/2025/03/21/us/politics/trump-netanyahu-israel-political-strategy.html,The American and Israeli leaders have been mirroring each other as they go to war with their own governments,"Fri, 21 Mar 2025 18:46:35 +0000",General News,"Trump, Donald J","['Trump, Donald J', 'Netanyahu, Benjamin', 'Israel', 'Politics and Government', 'United States Politics and Government', 'United States International Relations', 'Israel-Gaza War (2023- )', 'Courts and the Judiciary', 'Authoritarianism (Theory and Philosophy)', 'Shin Bet', 'Bar, Ronen (1965- )']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
UK Counterterrorism Police Investigating Fire Near Heathrow,https://www.nytimes.com/2025/03/21/world/europe/infrastructure-security-heathrow-chaos.html,"With counterterrorism police leading the investigation, the possibility of sabotage was being taken seriously, though officials say there is no evidence of foul play.","Fri, 21 Mar 2025 16:59:04 +0000",General News,"Heathrow Airport (London, England)","['Heathrow Airport (London, England)', 'Infrastructure (Public Works)', 'Airports', 'Power Failures and Blackouts', 'Politics and Government', 'London (England)', 'Fires and Firefighters']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Long-Lost Klimt Portrays African Prince,https://www.nytimes.com/2025/03/21/arts/design/rediscovered-klimt-african-prince.html,"The gallery selling the work, which resurfaced at the TEFAF Maastricht art fair, says a major museum is negotiating to buy it.","Fri, 21 Mar 2025 16:39:27 +0000",General News,Art,"['Art', 'European Fine Art Fair', 'TEFAF (The European Fine Art Fair Stichting)', 'Klimt, Gustav']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
South Korean Court Blocks K-pop Band NewJeans From Going It Alone,https://www.nytimes.com/2025/03/21/world/asia/korea-newjeans-ruling.html,"The court sided with the girl group's record label, Ador, barring the quintet from planning commercial pursuits after trying to cut ties. The band vowed to appeal.","Fri, 21 Mar 2025 12:30:50 +0000",General News,NewJeans (Music Group),"['NewJeans (Music Group)', 'South Korea', 'Hybe Co Ltd', 'K-Pop', 'Decisions and Verdicts', 'Suits and Litigation (Civil)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Russian Energy Sites Burn as Kyiv and Moscow Trade Blame,https://www.nytimes.com/2025/03/21/world/europe/russia-ukraine-power-energy-grid.html,"As Russia and Ukraine prepare to discuss a possible cease-fire on power infrastructure, each side appears to be trying to portray the other as untrustworthy.","Fri, 21 Mar 2025 17:47:01 +0000",General News,Russian Invasion of Ukraine (2022),"['Russian Invasion of Ukraine (2022)', 'Russia', 'Ukraine', 'Oil (Petroleum) and Gasoline', 'Infrastructure (Public Works)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Heathrow Closure: What Are Your Rights If Your Flight Is Delayed or Canceled?,https://www.nytimes.com/2025/03/21/world/europe/heathrow-flights-canceled-diverted-what-to-do.html,"Around 220,000 passengers were expected to travel through London's Heathrow Airport on Friday. The airport's closure is expected to have ripple effects worldwide.","Fri, 21 Mar 2025 14:24:25 +0000",General News,Airlines and Airplanes,"['Airlines and Airplanes', 'Airports', 'Customer Relations', 'Delays (Transportation)', 'Content Type: Service', 'Heathrow Airport (London, England)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
U.S. Says Decision to Turn Back French Scientist Had Nothing to Do With Trump,https://www.nytimes.com/2025/03/21/world/europe/us-france-scientist-entry-trump.html,"The Department of Homeland Security said the academic was denied entry because he had ""confidential"" data from an American lab, not because of his views on the president's policies.","Fri, 21 Mar 2025 23:25:26 +0000",General News,France,"['France', 'United States', 'Homeland Security Department', 'Los Alamos National Laboratory', 'Research', 'United States Politics and Government', 'Trump, Donald J', 'Houston (Tex)', 'New Mexico']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Israel Tries to Pressure Hamas to Free More Hostages,https://www.nytimes.com/2025/03/21/world/middleeast/israel-hamas-gaza-hostages.html,Israel's defense minister said it was preparing to seize more territory in Gaza and intensify attacks unless the Palestinian group freed more of the dozens of remaining captives.,"Fri, 21 Mar 2025 18:02:48 +0000",General News,Israel-Gaza War (2023- ),"['Israel-Gaza War (2023- )', 'Kidnapping and Hostages', 'Defense and Military Forces', 'Humanitarian Aid', 'Hamas', 'Katz, Israel (1955- )', 'Gaza Strip', 'Israel']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
What Happens When a Hub Like Heathrow Shuts Down,https://www.nytimes.com/2025/03/21/world/europe/heathrow-passengers-flights-logistics.html,Lots of people need to secure hotel rooms and new travel plans.,"Fri, 21 Mar 2025 11:22:37 +0000",General News,Airlines and Airplanes,"['Airlines and Airplanes', 'Airports', 'Heathrow Airport (London, England)', 'London (England)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Clues From Inside an 'Extermination Camp' Promise Despair and Hope,https://www.nytimes.com/2025/03/21/world/americas/mexico-extermination-camp.html,"The discovery of an ""extermination camp"" outside a small village in Mexico has sent families searching for their missing loved ones into a mix of turmoil and hope for answers.","Sat, 22 Mar 2025 01:47:17 +0000",General News,Missing Persons,"['Missing Persons', 'Drug Cartels', 'Jalisco New Generation Cartel', 'Sheinbaum, Claudia', 'Guadalajara (Mexico)', 'Jalisco (Mexico)', 'Mexico', 'Deaths (Fatalities)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"Germany, 'Orphaned' by U.S., Shakes Off the Shock and Stirs to Action",https://www.nytimes.com/2025/03/21/world/europe/germany-us-ally-relationship-military.html,"No country in Europe is as much a product of enlightened postwar American diplomacy. Now adrift, it has begun to reckon with a new world.","Sat, 22 Mar 2025 15:15:33 +0000",General News,Germany,"['Germany', 'Politics and Government', 'Defense and Military Forces', 'International Relations', 'Europe', 'European Union', 'North Atlantic Treaty Organization', 'United States Defense and Military Forces', 'United States International Relations', 'Trump, Donald J', 'Russian Invasion of Ukraine (2022)', 'Russia']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
American Travel Anxiety Grows for Those Headed Abroad,https://www.nytimes.com/2025/03/21/travel/american-travel-anxiety.html,"In light of recent American foreign policy decisions, many U.S. travelers are concerned about how they will be perceived abroad.","Fri, 21 Mar 2025 09:02:08 +0000",General News,Travel Anxiety,"['Travel Anxiety', 'Travel and Vacations', 'United States International Relations', 'Travel Agencies and Agents', 'Polls and Public Opinion', 'Anxiety and Stress', 'Trump, Donald J']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Greenland Races Into New Era Without Losing Grip on Inuit Traditions,https://www.nytimes.com/2025/03/21/world/americas/greenland-climate-development-inuits.html,"Amid dizzying changes caused by a warming climate and global attention, Greenlanders don't want to have to choose between embracing the future and honoring their heritage.","Fri, 21 Mar 2025 09:00:25 +0000",General News,Global Warming,"['Global Warming', 'Politics and Government', 'Ice', 'Trump, Donald J', 'Greenland', 'Nuuk (Greenland)', 'Colonization', 'Denmark']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Heathrow Airport Closure Wreaks Havoc on Travelers Worldwide,https://www.nytimes.com/2025/03/22/world/europe/heathrow-airport-closure-flights.html,"Flights for thousands of passengers were disrupted by the shutdown at the London airport, one of the world's major transport hubs.","Fri, 21 Mar 2025 19:19:26 +0000",General News,"Heathrow Airport (London, England)","['Heathrow Airport (London, England)', 'Delays (Transportation)', 'Fires and Firefighters', 'Power Failures and Blackouts', 'Airports', 'Airlines and Airplanes', 'London (England)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
What We Know About the Closure and Reopening of Heathrow Airport,https://www.nytimes.com/2025/03/21/world/europe/london-heathrow-airport-closed.html,"A fire at a substation in London cut off power to one of the world's busiest airports, causing travel disruptions globally. But some flights resumed Friday evening.","Sat, 22 Mar 2025 19:26:48 +0000",General News,"Heathrow Airport (London, England)","['Heathrow Airport (London, England)', 'Fires and Firefighters', 'Power Failures and Blackouts', 'Delays (Transportation)', 'Airports', 'Great Britain', 'London (England)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Firefighters Tackle Substation Fire That Cut Power at Heathrow Airport,https://www.nytimes.com/2025/03/21/world/europe/london-firefighters-heathrow-airport.html,"The London Fire Brigade said that disruptions from the fire, at an electrical substation, would increase into Friday. Its cause was not immediately known.","Fri, 21 Mar 2025 05:49:36 +0000",General News,Fires and Firefighters,"['Fires and Firefighters', 'Airports', 'Power Failures and Blackouts', 'Heathrow Airport (London, England)', 'Great Britain', 'England', 'London (England)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Friday Briefing,https://www.nytimes.com/2025/03/21/briefing/gaza-ukraine-trump.html,Fighting escalates in Gaza.,"Fri, 21 Mar 2025 05:01:02 +0000",General News,,[],https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Sudan's Army Retakes the Presidential Palace in Khartoum,https://www.nytimes.com/2025/03/21/world/africa/sudan-civil-war-khartoum-battle.html,"Two years into a civil war, troops recaptured the palace in Khartoum, routing a paramilitary foe. Civilians have been trapped in the middle in a city with an apocalyptic air.","Fri, 21 Mar 2025 17:23:18 +0000",General News,Sudan,"['Sudan', 'War and Armed Conflicts', 'Defense and Military Forces', 'Rapid Support Forces (Sudan)', 'Khartoum (Sudan)', 'Omdurman (Sudan)', 'Hamdan, Mohamed (Hemeti)', 'al-Burhan, Abdel Fattah', 'vis-photo']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
One Doctor's Quest for the Truth About Convicted Killer Lucy Letby,https://www.nytimes.com/2025/03/21/world/europe/lucy-letby-nurse-murder.html,"Dr. Shoo Lee's research was used to help convict a British nurse of murdering babies, but he says it should never have been cited.","Fri, 21 Mar 2025 06:24:03 +0000",General News,Serial Murders,"['Serial Murders', 'Doctors', 'Nursing and Nurses', 'Research', 'Babies and Infants', 'Lee, Shoo K', 'Letby, Lucy', 'Great Britain']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Pentagon Set Up Briefing for Musk on Potential War With China,https://www.nytimes.com/2025/03/20/us/politics/musk-pentagon-briefing-china-war-plan.html,The access would be a major expansion of Elon Musk's government role and highlight his conflicts of interest.,"Fri, 21 Mar 2025 12:53:27 +0000",General News,"Musk, Elon","['Musk, Elon', 'Trump, Donald J', 'China', 'Classified Information and State Secrets', 'Conflicts of Interest', 'United States Defense and Military Forces', 'United States International Relations', 'United States Politics and Government', 'Government Efficiency Department (US)', 'Space Exploration Technologies Corp', 'Hegseth, Pete', 'Defense Department']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
The Battle for Sudan's Capital,https://www.nytimes.com/video/world/africa/100000010061835/battle-for-khartoum-sudans-capital.html,"Reporting from the frontline, The New York Times's Africa chief correspondent, Declan Walsh, details the fierce struggle for the bridges over the Nile and its tributaries that divide the Sudanese capital.","Fri, 21 Mar 2025 16:47:58 +0000",General News,War and Armed Conflicts,"['War and Armed Conflicts', 'Khartoum (Sudan)', 'Sudan', 'Africa', 'Defense and Military Forces', 'New York Times', 'Walsh, Declan', 'Prickett, Ivor']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Friday Briefing: Hamas Targets Tel Aviv,https://www.nytimes.com/2025/03/20/briefing/hamas-rockets-ukraine-strikes-trump-power.html,"Plus, a home like no other in the Philippines.","Thu, 20 Mar 2025 21:01:26 +0000",General News,,[],https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Tesla Vandalism Surges in Canada as Trump and Musk Face Backlash,https://www.nytimes.com/2025/03/20/world/canada/tesla-canada-musk-trump-tariffs.html,"More than 80 Teslas were damaged in Hamilton, Ontario, the police said, amid other acts of vandalism against the company owned by Elon Musk.","Fri, 21 Mar 2025 14:34:11 +0000",General News,Canada,"['Canada', 'Tesla Motors Inc', 'Musk, Elon', 'Vandalism', 'Demonstrations, Protests and Riots', 'United States International Relations', 'International Trade and World Market', 'Electric and Hybrid Vehicles', 'Trump, Donald J', 'Gretzky, Wayne', 'United States']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Delta Plane Crash Report Finds Jet Flipped in High Speed Landing,https://www.nytimes.com/2025/03/20/world/canada/delta-plane-crash-toronto-report.html,A preliminary report by Canadian authorities revealed new details about the final seconds before a Delta plane carrying 80 people crashed last month in Toronto.,"Sat, 22 Mar 2025 01:49:53 +0000",General News,Airlines and Airplanes,"['Airlines and Airplanes', 'Aviation Accidents, Safety and Disasters', 'Transportation Safety Board of Canada', 'Delta Air Lines Inc', 'Toronto Pearson International Airport', 'Canada', 'Toronto (Ontario)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Americans Are Unhappier Than Ever. Solo Dining May Be a Sign.,https://www.nytimes.com/2025/03/20/us/americans-solo-dining-happiness.html,"The United States slipped to its lowest ranking ever in the World Happiness Report, in part because more Americans are eating alone. Once again, the Finns came out on top.","Fri, 21 Mar 2025 17:44:26 +0000",General News,Happiness,"['Happiness', 'Loneliness', 'Polls and Public Opinion', 'Research', 'Youth', 'Gallup Poll', 'Costa Rica', 'Finland', 'Latin America']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Republican Ex-Candidate Is Convicted in Shooting Plot Targeting New Mexico Democrats,https://www.nytimes.com/2025/03/20/us/solomon-pena-new-mexico-shootings-guilty.html,"Solomon Peña, who lost an election for a statehouse seat in 2022, was convicted on all 13 counts.","Thu, 20 Mar 2025 18:33:28 +0000",General News,"Pena, Solomon","['Pena, Solomon', 'Decisions and Verdicts', 'Albuquerque (NM)', 'Politics and Government', 'State Legislatures', 'New Mexico']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Nicola Sturgeon Cleared After Police Investigation Into SNP Finances,https://www.nytimes.com/2025/03/20/world/europe/nicola-sturgeon-cleared-snp-police.html,"The former Scottish first minister's husband, the onetime chief executive of the Scottish National Party, appeared in court on embezzlement charges.","Thu, 20 Mar 2025 20:20:00 +0000",General News,"Sturgeon, Nicola","['Sturgeon, Nicola', 'Murrell, Peter (1964- )', 'Scotland', 'Scottish National Party', 'Police', 'Embezzlement']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
